error,corr,ss
5418.728148,-0.180579,0.092506
4062.400308,-0.168019,0.197061
4530.683396,-0.165349,0.205121
4781,-0.165349,0.205121
4277,-0.165349,0.205121
4558,-0.165349,0.205121
4298,-0.165349,0.205121
4427,-0.165349,0.205121
4162,-0.165349,0.205121
4853,-0.165349,0.205121
4717,-0.165349,0.205121
4219,-0.165349,0.205121
4374,-0.165349,0.205121
4605,-0.165349,0.205121
4135,-0.165349,0.205121
4440,-0.165349,0.205121
4735,-0.165349,0.205121
4530,-0.165349,0.205121
4484,-0.165349,0.205121
4530,-0.165349,0.205121
4508,-0.165349,0.205121
4947,-0.165349,0.205121
4958,-0.165349,0.205121
4612,-0.165349,0.205121
4652,-0.165349,0.205121
4964,-0.165349,0.205121
4329,-0.165349,0.205121
4355,-0.165349,0.205121
4821,-0.165349,0.205121
4194,-0.165349,0.205121
4755,-0.165349,0.205121
4881,-0.165349,0.205121
4896,-0.165349,0.205121
4029,-0.165349,0.205121
4894,-0.165349,0.205121
4815,-0.165349,0.205121
4507,-0.165349,0.205121
4959,-0.165349,0.205121
4060,-0.165349,0.205121
4195,-0.165349,0.205121
4071,-0.165349,0.205121
4667,-0.165349,0.205121
4649,-0.165349,0.205121
4939,-0.165349,0.205121
4736,-0.165349,0.205121
4672,-0.165349,0.205121
4848,-0.165349,0.205121
4997,-0.165349,0.205121
4966,-0.165349,0.205121
4775,-0.165349,0.205121
4428,-0.165349,0.205121
4129,-0.165349,0.205121
4818,-0.165349,0.205121
4129,-0.165349,0.205121
4507,-0.165349,0.205121
4203,-0.165349,0.205121
4788,-0.165349,0.205121
4825,-0.165349,0.205121
4140,-0.165349,0.205121
4880,-0.165349,0.205121
4492,-0.165349,0.205121
4740,-0.165349,0.205121
4150,-0.165349,0.205121
4374,-0.165349,0.205121
4010,-0.165349,0.205121
4912,-0.165349,0.205121
4683,-0.165349,0.205121
4792,-0.165349,0.205121
4703,-0.165349,0.205121
4293,-0.165349,0.205121
4156,-0.165349,0.205121
4085,-0.165349,0.205121
4599,-0.165349,0.205121
5000,-0.165349,0.205121
4003,-0.165349,0.205121
4343,-0.165349,0.205121
4909,-0.165349,0.205121
4295,-0.165349,0.205121
4930,-0.165349,0.205121
4784,-0.165349,0.205121
4057,-0.165349,0.205121
4469,-0.165349,0.205121
4294,-0.165349,0.205121
4397,-0.165349,0.205121
4915,-0.165349,0.205121
4332,-0.165349,0.205121
4982,-0.165349,0.205121
4650,-0.165349,0.205121
4669,-0.165349,0.205121
4385,-0.165349,0.205121
4547,-0.165349,0.205121
4895,-0.165349,0.205121
4773,-0.165349,0.205121
4638,-0.165349,0.205121
4693,-0.165349,0.205121
4746,-0.165349,0.205121
4317,-0.165349,0.205121
4732,-0.165349,0.205121
4885,-0.165349,0.205121
4556,-0.165349,0.205121
4405,-0.165349,0.205121
4518,-0.165349,0.205121
4487,-0.165349,0.205121
4813,-0.165349,0.205121
4650,-0.165349,0.205121
4550,-0.165349,0.205121
4481,-0.165349,0.205121
4901,-0.165349,0.205121
4774,-0.165349,0.205121
4736,-0.165349,0.205121
4662,-0.165349,0.205121
4974,-0.165349,0.205121
4012,-0.165349,0.205121
4572,-0.165349,0.205121
4461,-0.165349,0.205121
4221,-0.165349,0.205121
4499,-0.165349,0.205121
4434,-0.165349,0.205121
4906,-0.165349,0.205121
4012,-0.165349,0.205121
4662,-0.165349,0.205121
4182,-0.165349,0.205121
4505,-0.165349,0.205121
4082,-0.165349,0.205121
4828,-0.165349,0.205121
4764,-0.165349,0.205121
4176,-0.165349,0.205121
4631,-0.165349,0.205121
4958,-0.165349,0.205121
4609,-0.165349,0.205121
4644,-0.165349,0.205121
4410,-0.165349,0.205121
4583,-0.165349,0.205121
